GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,AJWME001,AJWNE001,AJWNE002,AJWNE003,AJWNE004,AJWNE005,AJWNE006,AJWNE007,AJWNE008,AJWNE009,AJWNE010,AJWVE001,AJWVE002,AJWVE003,AJWVE004,AJWVE005,AJWVE006,AJWVE007,AJWVE008,AJWVE009,AJWVE010,AJWVE011,AJWVE012,AJWVE013,AJWVE014,AJWVE015,AJWVE016,AJWVE017,AJWVE018,AJWVE019,AJWVE020,AJWVE021,AJWWE001,AJWWE002,AJWWE003,AJXCE001,AJXCE002,AJXCE003,AJXCE004,AJXCE005,AJXCE006,AJXCE007,AJXCE008,AJXCE009,AJXCE010,AJXCE011,AJXCE012,AJXCE013,AJXCE014,AJXCE015,AJXCE016,AJXCE017,AJXCE018,AJXCE019,AJXCE020,AJXCE021,AJXKE001,AJXKE002,AJXKE003,AJXKE004,AJXKE005,AJXKE006,AJXKE007,AJXKE008,AJXKE009,AJYPE001,AJYPE002,AJYPE003,AJYPE004,AJYPE005,AJYPE006,AJYPE007,AJYPE008,AJYPE009,AJYPE010,AJYPE011,AJYPE012,AJYPE013,AJYPE014,AJYPE015,AJYPE016,AJYPE017,AJYPE018,AJYPE019,AJYPE020,AJYPE021,AJYPE022,AJYPE023,AJYPE024,AJYPE025,AJY4E001,AJY4E002,AJY4E003,AJY4E004,AJY4E005,AJY4E006,AJY4E007,AJY4E008,AJY9E001,AJY9E002,AJY9E003,AJY9E004,AJY9E005,AJY9E006,AJY9E007,AJY9E008,AJY9E009,AJY9E010,AJY9E011,AJY9E012,AJY9E013,AJY9E014,AJY9E015,AJY9E016,AJY9E017,AJZAE001,NAME_M,AJWMM001,AJWNM001,AJWNM002,AJWNM003,AJWNM004,AJWNM005,AJWNM006,AJWNM007,AJWNM008,AJWNM009,AJWNM010,AJWVM001,AJWVM002,AJWVM003,AJWVM004,AJWVM005,AJWVM006,AJWVM007,AJWVM008,AJWVM009,AJWVM010,AJWVM011,AJWVM012,AJWVM013,AJWVM014,AJWVM015,AJWVM016,AJWVM017,AJWVM018,AJWVM019,AJWVM020,AJWVM021,AJWWM001,AJWWM002,AJWWM003,AJXCM001,AJXCM002,AJXCM003,AJXCM004,AJXCM005,AJXCM006,AJXCM007,AJXCM008,AJXCM009,AJXCM010,AJXCM011,AJXCM012,AJXCM013,AJXCM014,AJXCM015,AJXCM016,AJXCM017,AJXCM018,AJXCM019,AJXCM020,AJXCM021,AJXKM001,AJXKM002,AJXKM003,AJXKM004,AJXKM005,AJXKM006,AJXKM007,AJXKM008,AJXKM009,AJYPM001,AJYPM002,AJYPM003,AJYPM004,AJYPM005,AJYPM006,AJYPM007,AJYPM008,AJYPM009,AJYPM010,AJYPM011,AJYPM012,AJYPM013,AJYPM014,AJYPM015,AJYPM016,AJYPM017,AJYPM018,AJYPM019,AJYPM020,AJYPM021,AJYPM022,AJYPM023,AJYPM024,AJYPM025,AJY4M001,AJY4M002,AJY4M003,AJY4M004,AJY4M005,AJY4M006,AJY4M007,AJY4M008,AJY9M001,AJY9M002,AJY9M003,AJY9M004,AJY9M005,AJY9M006,AJY9M007,AJY9M008,AJY9M009,AJY9M010,AJY9M011,AJY9M012,AJY9M013,AJY9M014,AJY9M015,AJY9M016,AJY9M017,AJZAM001
"G470","2014-2018",,,"Tennessee","47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tennessee",6651089,6651089,5166231,1117489,17848,112915,3806,90666,142134,11728,130406,6651089,6298687,4924145,1107218,15172,112015,3318,9686,127133,3440,123693,352402,242086,10271,2676,900,488,80980,15001,8288,6713,6651089,6298687,352402,3003226,2772904,2503496,269408,207422,38912,13614,5500,3960,21786,20045,327,242,942,230,1706,3258,3915,39970,29035,130652,2567061,1695846,1241573,454273,117724,336549,871215,722285,148930,4530706,49403,689,747,1634,2580,8923,6684,9390,29684,24607,85259,74471,106559,116550,73090,1198201,269647,287384,655225,323928,762299,311861,76858,55033,6488786,451092,595416,337592,325447,456899,194542,4127798,2567061,190342,141456,143086,143310,141143,136061,130436,127042,108652,212139,260418,305237,193963,113288,109904,110584,50972,"Tennessee",0,0,4033,3465,1114,1485,507,3580,4315,1163,3720,0,309,1192,3096,977,1490,476,1291,3639,639,3444,309,3943,1469,610,273,208,3827,1568,1007,940,0,309,309,8994,9869,9644,5080,4345,1779,1067,603,548,986,969,114,99,261,110,314,411,444,1355,1552,2327,6524,7095,8314,4520,2705,4031,5669,5320,3165,1480,1762,176,185,349,436,758,631,661,1251,1222,2291,2287,2296,2771,1976,8688,3671,4390,5996,3939,6824,4049,1884,1707,1266,8023,10842,7623,8342,9649,5261,19531,6524,3283,2773,2975,2718,2715,2712,2516,2393,2367,3355,3559,3910,3296,2332,2236,1909,250
"G480","2014-2018",,,"Texas","48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Texas",27885195,27885195,20720689,3365783,136061,1308257,23672,1600234,730499,152824,577675,27885195,16963639,11807263,3269253,68452,1292813,20381,42354,463123,21662,441461,10921556,8913426,96530,67609,15444,3291,1557880,267376,131162,136214,27885195,16963639,10921556,12842820,11650999,10345804,1305195,970345,203572,75170,38541,17567,184848,159344,3492,9745,11223,1044,8363,19988,32418,196708,145444,604052,9553046,6629325,4812972,1816353,488202,1328151,2923721,2397543,526178,17815359,354158,3708,5076,21224,48787,104174,65989,101545,435436,119805,246209,455401,341190,386462,304268,3660917,787964,1106617,2785910,1261050,3409836,1321019,287320,201294,27264694,1792641,2421297,1391769,1371822,1890880,773709,17622576,9553046,609111,415778,431000,454863,460236,456584,419784,431876,372502,753148,942058,1168213,839610,552446,588275,657562,59570,"Texas",0,0,22200,6566,4902,4903,1173,19669,12865,6421,9863,0,206,2579,5872,1809,4791,1009,3075,7830,1694,7482,206,21998,4262,4314,1389,648,19212,7672,5715,4959,0,206,206,17436,20181,16606,14558,10486,5582,3005,2240,1154,3173,3047,537,695,823,243,738,1154,1453,3412,3393,6005,18343,19105,23549,9678,6231,7481,10635,10102,5529,2079,6370,458,640,1213,2217,3189,2180,3027,7832,3082,5076,7244,5625,5809,5197,21543,8205,13811,17480,10864,17076,11279,3895,3819,2529,20826,24069,17261,16506,23404,13443,50164,18343,5459,4616,4752,5432,5993,4958,4860,5054,5289,6137,8027,8635,7481,5068,5697,5833,209
"G490","2014-2018",,,"Utah","49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Utah",3045350,3045350,2632056,35862,32657,69810,27096,157990,89879,14964,74915,3045350,2623227,2394238,33713,28047,68747,26607,4802,67073,2038,65035,422123,237818,2149,4610,1063,489,153188,22806,12926,9880,3045350,2623227,422123,1433444,1248877,1088975,159902,118705,22814,10198,5209,2976,35349,21345,3441,3203,7222,138,490,4451,10555,36297,9159,88266,957619,716884,587505,129379,40763,88616,240735,184648,56087,1782065,14827,332,446,829,1293,2678,1571,2254,13664,3834,7806,16353,18483,28646,30344,355712,51612,141143,323812,173766,391237,144145,32078,25200,2997963,137839,172065,118629,123651,203966,87350,2154463,957619,40085,29541,30491,34642,38599,38728,40549,42498,38587,80778,112915,145363,104396,64513,61120,54814,68374,"Utah",0,0,4656,1234,1333,1343,1005,4563,2754,1376,2579,0,0,893,1120,907,1324,965,786,2098,503,2094,0,4506,580,899,295,145,4380,1662,1250,1286,0,0,0,4345,4407,5079,3200,2785,1306,914,615,425,1445,1105,409,455,567,72,183,455,655,1768,768,2205,2261,3150,3847,2400,1454,1845,2787,2554,1580,579,977,179,179,255,282,375,443,313,1114,520,682,1196,909,1150,1267,4406,1594,2887,3971,2956,3822,2787,1144,884,937,5040,5903,4543,3978,4970,3948,10665,2261,1512,1082,1172,1312,1176,984,1181,1204,1322,1686,2237,2495,2031,1366,1255,1268,437
"G500","2014-2018",,,"Vermont","50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vermont",624977,624977,589546,8058,2106,10579,184,2426,12078,388,11690,624977,613300,581023,7602,1867,10541,170,898,11199,184,11015,11677,8523,456,239,38,14,1528,879,204,675,624977,613300,11677,321624,271998,244038,27960,22773,3388,929,409,461,3971,3637,25,215,64,30,229,337,2475,17852,2487,22275,259589,158406,124868,33538,10731,22807,101183,77381,23802,439695,2683,58,63,23,165,109,52,187,574,738,5535,3993,6883,6803,4841,112989,15183,23545,53652,37513,97034,47484,11287,8301,600334,29658,37376,23760,23352,36726,15241,434221,259589,12826,13380,12180,12483,11650,12759,11179,11121,10707,21360,27568,36469,24831,14831,13362,12883,60076,"Vermont",0,0,414,414,297,406,80,363,686,127,677,0,0,193,394,269,406,68,258,673,87,674,0,362,130,134,33,22,303,236,85,211,0,0,0,1780,1968,2034,1026,906,325,199,104,147,401,415,26,98,28,30,101,102,336,864,342,800,1229,1581,1395,1162,651,997,1621,1404,934,382,332,39,55,25,87,53,34,72,139,143,389,407,512,562,480,1650,671,818,1346,1103,1507,1187,556,463,363,1678,1814,1483,1476,1805,1295,3398,1229,748,614,759,630,718,696,627,523,653,810,904,1087,817,619,614,614,656
"G510","2014-2018",,,"Virginia","51",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Virginia",8413774,8413774,5722660,1613285,22972,531503,5677,208464,309213,33041,276172,8413774,7642597,5233111,1582421,17747,526973,4740,21295,256310,8233,248077,771177,489549,30864,5225,4530,937,187169,52903,24808,28095,8413774,7642597,771177,4152433,3588194,3205870,382324,282010,62561,19020,10352,8381,184405,84111,658,82627,16479,530,8102,6102,17425,99787,40697,207721,3128415,2085245,1578357,506888,136383,370505,1043170,843863,199307,5730352,69818,1026,985,2363,4267,9522,9141,15918,40400,33752,61183,74634,101447,105589,82775,1154825,226255,346434,766185,436970,1244489,692598,144150,105626,8162107,425969,467611,285591,286599,432442,181618,6082277,3128415,165334,114411,113351,118126,120742,120540,116458,124993,111844,223854,299458,404293,307236,217713,255538,314524,71564,"Virginia",0,0,6402,5365,1339,3435,516,6457,6030,2400,5534,0,504,1233,4598,828,3342,427,1586,5272,1052,5299,504,6234,2067,1055,751,279,6117,2893,2137,1776,0,504,504,8682,11071,10333,5182,4526,2307,1251,840,607,2928,2522,180,1929,967,133,859,560,1031,2290,1655,3028,7210,7640,9199,4814,2770,3913,5291,5014,3305,1776,2227,202,227,380,590,855,649,1180,2124,1356,1930,2446,2723,2665,1936,9257,3490,4008,7244,3933,8391,6938,2746,2369,1377,8375,9445,7240,6850,8210,4638,20488,7210,2499,2108,2412,2473,2527,2399,2722,2354,2273,3387,3563,3682,3315,2957,2843,3294,326
"G530","2014-2018",,,"Washington","53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Washington",7294336,7294336,5545997,269854,95048,607429,48043,311170,416795,40641,376154,7294336,6382763,5039208,259482,80274,602020,46476,12077,343226,6662,336564,911573,506789,10372,14774,5409,1567,299093,73569,33979,39590,7294336,6382763,911573,3485339,2853633,2506808,346825,265507,43599,16872,12238,8609,225913,194937,1678,8499,10385,10414,3308,10909,30853,125965,27582,207176,2800423,1813296,1407804,405492,127803,277689,987127,751465,235662,5001943,57948,761,1126,2847,4939,11236,7425,10658,40485,11762,37943,48340,56876,70512,81863,917800,191216,375788,807708,501449,1104621,471410,109253,77977,7161708,377106,444515,255057,273495,395859,177498,5238178,2800423,144695,95789,99129,104429,107027,112120,110303,115143,105170,210273,286122,381845,281885,196331,215941,234221,70116,"Washington",0,0,7711,3222,2502,3029,1180,7412,5515,2309,4690,0,0,1154,2746,1720,3017,1121,1222,4201,817,4225,0,7426,1393,1648,647,322,7085,3288,2174,2165,0,0,0,7262,8786,9135,5108,4525,1803,1138,895,693,3424,3323,383,773,834,745,480,772,1301,2959,1323,2990,5474,6110,8241,4869,2232,3758,5461,5440,3360,907,2171,159,214,445,565,911,808,860,1590,986,1587,2011,1886,2064,2013,7615,2822,4289,6864,4392,7579,5168,2361,1989,1363,5807,8087,6631,6759,7904,6280,14975,5474,2968,2096,2325,2322,1977,2267,2293,2299,1991,2936,3306,3884,2877,2707,2748,2752,308
"G540","2014-2018",,,"West Virginia","54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"West Virginia",1829054,1829054,1704345,66728,3668,14534,350,7290,32139,2028,30111,1829054,1801532,1684756,65597,3546,14353,309,3060,29911,865,29046,27522,19589,1131,122,181,41,4230,2228,1163,1065,1829054,1801532,27522,727792,667619,600897,66722,54033,8225,3001,745,718,6627,5615,48,175,747,42,309,402,1049,20940,6633,24213,734676,475835,358834,117001,34837,82164,258841,217917,40924,1292084,10152,182,215,302,408,944,1138,1973,6720,9247,26168,28681,37443,34952,15705,436424,87112,77117,163476,91975,158032,75727,16213,11778,1776501,135869,179595,95653,93720,132926,53847,1084891,734676,65896,45760,48995,48193,43670,41840,37184,36317,32269,59234,72500,80561,50327,28448,23866,19616,44921,"West Virginia",0,0,1292,1188,480,605,123,1039,1259,414,1204,0,460,942,1114,476,592,127,779,1233,326,1189,460,900,384,76,143,44,643,419,302,258,0,460,460,4417,4260,4296,2158,2077,777,460,201,167,609,569,45,75,150,33,107,132,241,968,473,1158,2910,3141,3109,2278,1162,2165,2963,2797,1305,831,664,89,112,138,134,182,255,341,619,692,1119,1372,1479,1024,754,4640,2264,1903,2773,1894,2986,1806,896,696,743,4317,4145,3547,3948,3780,2461,9242,2910,1819,1451,1503,1413,1572,1468,1304,1236,958,1694,1536,1779,1472,1125,1083,862,470
"G550","2014-2018",,,"Wisconsin","55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wisconsin",5778394,5778394,4945966,368744,50422,159356,1975,115941,135990,16414,119576,5778394,5392615,4711038,361909,46149,158198,1676,4807,108838,2711,106127,385779,234928,6835,4273,1158,299,111134,27152,13703,13449,5778394,5392615,385779,2920388,2601098,2369044,232054,182071,30266,10673,5915,3129,51391,49533,175,281,1148,254,3047,5393,20309,89410,18256,131484,2343129,1484455,1147230,337225,107700,229525,858674,683448,175226,3930889,34730,474,569,958,1292,3265,2976,3461,13371,5643,41688,31383,50264,65341,61759,1077539,139031,264540,549888,422227,762210,285851,66358,46071,5628213,288910,379310,221478,215081,341104,146513,4035817,2343129,115992,106603,108024,113641,112435,115627,108363,112278,99091,193488,253997,326010,219125,133762,121032,103661,59209,"Wisconsin",0,0,3694,1986,1200,1317,408,3545,3587,1235,3065,0,0,705,2005,1088,1278,396,698,2777,439,2671,0,3776,782,535,256,110,3540,1902,1166,1394,0,0,0,5993,6833,6471,3115,2910,1153,804,663,357,1432,1435,91,93,230,67,460,436,1025,1644,943,1939,6471,5606,6687,3181,1730,2862,4359,4610,2269,816,1411,142,151,200,214,425,355,419,851,492,1171,1198,1283,1393,1624,6299,2125,3264,4519,3807,6273,3816,1614,1263,1336,5623,5993,4461,4647,5145,3791,11833,6471,2100,1874,2011,2081,1959,1850,1913,1570,1828,2786,2882,2945,2927,1913,1805,1439,236
"G560","2014-2018",,,"Wyoming","56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wyoming",581836,581836,532008,5540,14053,4756,539,9361,15579,1748,13831,581836,524870,489559,5149,12717,4660,434,227,12124,151,11973,56966,42449,391,1336,96,105,9134,3455,1597,1858,581836,524870,56966,287175,251676,222984,28692,19976,5278,2171,914,353,3774,3709,12,29,0,24,151,592,2454,11285,2392,14851,230630,148692,118904,29788,11004,18784,81938,65525,16413,389291,1519,72,79,59,72,438,151,123,1412,670,2807,3399,4853,6381,5609,91927,19972,32098,70138,42835,67697,26978,5489,4513,567950,27728,35583,21931,22313,33411,15588,411396,230630,11430,9144,10648,10752,10248,11108,10279,10395,9521,18047,24249,33077,24261,15233,12723,9515,62268,"Wyoming",0,0,1465,605,786,498,272,1161,1072,349,978,0,184,152,565,594,502,231,134,863,73,862,184,1443,169,463,59,111,1138,576,338,419,0,184,184,2058,2348,2476,1381,994,667,360,326,131,468,460,16,47,28,22,99,178,356,944,353,1073,1390,1582,1712,1262,818,992,1699,1774,882,628,344,65,94,55,46,193,94,72,330,215,422,377,418,553,512,2034,818,1169,1705,1405,1782,1116,495,485,346,1823,2288,1702,1962,2230,1519,3777,1390,761,678,760,755,672,679,633,742,656,914,888,1186,1100,774,710,754,932
"G720","2014-2018",,,"Puerto Rico","72",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Puerto Rico",3386941,3386941,2283720,365010,8504,6684,303,547254,175466,16160,159306,3386941,37601,28015,3107,59,2337,44,2289,1750,122,1628,3349340,2255705,361903,8445,4347,259,544965,173716,16038,157678,3386941,37601,3349340,1001256,910730,828210,82520,63331,12743,3849,1542,1055,20074,7978,7826,3790,62,418,528,1003,2146,29478,15273,22024,1205075,827819,463150,364669,81032,283637,377256,330870,46386,2364398,61124,955,618,11609,18388,33917,42416,32385,69382,44431,59554,92300,38187,50918,22045,599597,60073,36342,255778,235051,428310,117015,28907,25096,3356773,823263,671897,293698,255985,290609,104176,917145,1205075,333145,143400,122665,96672,79401,67526,56023,47119,38180,61015,59464,46497,22355,10992,10094,10527,20166,"Puerto Rico",0,0,9541,6294,1171,892,268,8302,4871,1365,4615,0,1879,1580,510,36,662,39,420,398,93,384,1879,9613,6304,1169,670,262,8291,4893,1379,4627,0,1879,1879,5937,6681,6565,2718,2285,902,495,365,268,1166,754,773,392,48,141,158,249,358,1192,1132,1203,4286,4328,3777,3648,2037,3224,3592,3652,1573,0,2114,223,204,880,1041,1424,1512,1380,1944,1490,1656,2375,1463,1594,1174,4513,1994,1421,3483,3837,4652,2747,1387,1159,597,9425,10942,6362,5791,6475,4439,11235,4286,3362,2821,2440,1974,2170,1799,1582,1450,1409,1767,1601,1516,1108,698,784,724,190
